pvog	annotation_processed	annotation_raw
VOG5816	unknown	hypothetical protein
VOG5817	gp37	gp37
VOG5818	gp65	gp65
VOG5819	unknown	hypothetical protein
VOG5820	unknown	hypothetical protein
VOG5821	unknown	hypothetical protein
VOG5822	unknown	hypothetical protein
VOG5823	unknown	hypothetical protein
VOG5824	unknown	hypothetical protein
VOG5825	unknown	hypothetical protein
VOG5826	gp0.7	gp0.7
VOG5827	unknown	hypothetical protein
VOG5828	unknown	hypothetical protein
VOG5829	unknown	hypothetical protein
VOG5830	unknown	hypothetical protein
VOG5831	unknown	hypothetical protein
VOG5832	unknown	hypothetical protein
VOG5833	unknown	hypothetical protein
VOG5834	unknown	hypothetical protein
VOG5835	unknown	unknown
VOG5836	unknown	hypothetical protein
VOG5837	unknown	hypothetical protein
VOG5838	unknown	hypothetical protein
VOG5839	unknown	hypothetical protein
VOG5840	Cell division  FtsH	putative Cell division protein FtsH
VOG5841	unknown	hypothetical protein
VOG5842	unknown	hypothetical protein
VOG5843	unknown	hypothetical protein
VOG5844	unknown	hypothetical protein
VOG5845	unknown	hypothetical protein
VOG5846	receptor-binding tail	receptor-binding tail protein
VOG5847	unknown	hypothetical protein
VOG5848	unknown	hypothetical protein
VOG5849	unknown	hypothetical protein
VOG5850	unknown	hypothetical protein
VOG5851	unknown	hypothetical protein
VOG5852	unknown	hypothetical protein
VOG5853	unknown	hypothetical protein
VOG5854	unknown	hypothetical protein
VOG5855	unknown	hypothetical protein
VOG5856	unknown	hypothetical protein
VOG5857	unknown	hypothetical protein
VOG5858	unknown	hypothetical protein
VOG5859	unknown	hypothetical protein
VOG5860	unknown	hypothetical protein
VOG5861	unknown	putative short tail fiber
VOG5862	short tail fiber	putative short tail fiber
VOG5863	unknown	hypothetical protein
VOG5864	unknown	hypothetical protein
VOG5865	unknown	hypothetical protein
VOG5866	unknown	hypothetical protein
VOG5867	unknown	hypothetical protein
VOG5868	unknown	hypothetical protein
VOG5869	unknown	hypothetical protein
VOG5870	unknown	hypothetical protein
VOG5871	tail fiber	putative minor structural protein 1
VOG5872	unknown	hypothetical protein
VOG5873	unknown	hypothetical protein
VOG5874	unknown	hypothetical protein
VOG5875	unknown	hypothetical protein
VOG5876	unknown	hypothetical protein
VOG5877	unknown	hypothetical protein
VOG5878	unknown	hypothetical protein
VOG5879	unknown	hypothetical protein
VOG5880	unknown	hypothetical protein
VOG5881	unknown	hypothetical protein
VOG5882	unknown	hypothetical protein
VOG5883	unknown	hypothetical protein
VOG5884	unknown	hypothetical protein
VOG5885	unknown	hypothetical protein
VOG5886	unknown	hypothetical protein
VOG5887	unknown	hypothetical protein
VOG5888	unknown	hypothetical protein
VOG5889	unknown	hypothetical protein
VOG5890	unknown	hypothetical protein
VOG5891	unknown	hypothetical protein
VOG5892	unknown	hypothetical protein
VOG5893	unknown	hypothetical protein
VOG5894	unknown	hypothetical protein
VOG5895	unknown	hypothetical protein
VOG5896	unknown	hypothetical protein
VOG5897	unknown	hypothetical protein
VOG5898	unknown	hypothetical protein
VOG5899	unknown	hypothetical protein
VOG5900	unknown	hypothetical protein
VOG5901	unknown	hypothetical protein
VOG5902	lower collar	putative lower collar protein
VOG5903	unknown	hypothetical protein
VOG5904	cell wall hydrolase	putative cell wall hydrolase protein
VOG5905	unknown	hypothetical protein
VOG5906	unknown	hypothetical protein
VOG5907	unknown	hypothetical protein
VOG5908	unknown	hypothetical protein
VOG5909	unknown	hypothetical protein
VOG5910	unknown	unknown
VOG5911	unknown	hypothetical protein
VOG5912	unknown	hypothetical protein
VOG5913	unknown	unknown
VOG5914	unknown	hypothetical protein
VOG5915	unknown	hypothetical protein
VOG5916	unknown	hypothetical protein
VOG5917	unknown	hypothetical protein
VOG5918	carboxypeptidase A	carboxypeptidase A
VOG5919	unknown	hypothetical protein
VOG5920	unknown	hypothetical protein
VOG5921	unknown	hypothetical protein
VOG5922	unknown	hypothetical protein
VOG5923	unknown	hypothetical protein
VOG5924	unknown	hypothetical protein
VOG5925	unknown	hypothetical protein
VOG5926	unknown	hypothetical protein
VOG5927	unknown	hypothetical protein
VOG5928	unknown	hypothetical protein
VOG5929	unknown	hypothetical protein
VOG5930	unknown	hypothetical protein
VOG5931	unknown	hypothetical protein
VOG5932	unknown	hypothetical protein
VOG5933	unknown	hypothetical protein
VOG5934	unknown	hypothetical protein
VOG5935	unknown	hypothetical protein
VOG5936	unknown	hypothetical protein
VOG5937	unknown	hypothetical protein
VOG5938	primase	putative primase
VOG5939	unknown	hypothetical protein
VOG5940	unknown	hypothetical protein
VOG5941	unknown	hypothetical protein
VOG5942	DNA replication	putative DNA replication protein
VOG5943	unknown	hypothetical protein
VOG5944	unknown	hypothetical protein
VOG5945	unknown	hypothetical protein
VOG5946	tail	tail protein
VOG5947	unknown	hypothetical protein
VOG5948	unknown	hypothetical protein
VOG5949	unknown	hypothetical protein
VOG5950	unknown	recombinase
VOG5951	unknown	hypothetical protein
VOG5952	unknown	hypothetical protein
VOG5953	internal head	internal head protein
VOG5954	unknown	hypothetical protein
VOG5955	unknown	unknown
VOG5956	unknown	hypothetical protein
VOG5957	unknown	hypothetical protein
VOG5958	unknown	hypothetical protein
VOG5959	unknown	hypothetical protein
VOG5960	unknown	hypothetical protein
VOG5961	unknown	hypothetical protein
VOG5962	unknown	hypothetical protein
VOG5963	unknown	hypothetical protein
VOG5964	unknown	hypothetical protein
VOG5965	unknown	hypothetical protein
VOG5966	unknown	hypothetical protein
VOG5967	unknown	hypothetical protein
VOG5968	unknown	hypothetical protein
VOG5969	unknown	hypothetical protein
VOG5970	unknown	hypothetical protein
VOG5971	unknown	hypothetical protein
VOG5972	unknown	hypothetical protein
VOG5973	unknown	hypothetical protein
VOG5974	unknown	hypothetical protein
VOG5975	unknown	hypothetical protein
VOG5976	unknown	hypothetical protein
VOG5977	unknown	hypothetical protein
VOG5978	unknown	hypothetical protein
VOG5979	unknown	phospho-2-dehydro-3-deoxyheptonate aldolase
VOG5980	unknown	hypothetical protein
VOG5981	unknown	hypothetical protein
VOG5982	homing endonuclease	homing endonuclease
VOG5983	unknown	hypothetical protein
VOG5984	unknown	hypothetical protein
VOG5985	unknown	hypothetical protein
VOG5986	MazG	MazG
VOG5987	unknown	hypothetical protein
VOG5988	unknown	hypothetical protein
VOG5989	unknown	unknown
VOG5990	unknown	hypothetical protein
VOG5991	unknown	hypothetical protein
VOG5992	unknown	hypothetical protein
VOG5993	unknown	hypothetical protein
VOG5994	unknown	hypothetical protein
VOG5995	unknown	hypothetical protein
VOG5996	unknown	hypothetical protein
VOG5997	unknown	hypothetical protein
VOG5998	unknown	hypothetical protein
VOG5999	unknown	hypothetical protein
VOG6000	unknown	hypothetical protein
VOG6001	scaffold	scaffold protein
VOG6002	unknown	hypothetical protein
VOG6003	unknown	hypothetical protein
VOG6004	unknown	hypothetical protein
VOG6005	unknown	hypothetical protein
VOG6006	unknown	hypothetical protein
VOG6007	unknown	hypothetical protein
VOG6008	unknown	hypothetical protein
VOG6009	unknown	hypothetical protein
VOG6010	unknown	hypothetical protein
VOG6011	unknown	hypothetical protein
VOG6012	unknown	hypothetical protein
VOG6013	unknown	hypothetical protein
VOG6014	unknown	hypothetical protein
VOG6015	unknown	hypothetical protein
VOG6016	unknown	hypothetical protein
VOG6017	unknown	hypothetical protein
VOG6018	unknown	hypothetical protein
VOG6019	unknown	hypothetical protein
VOG6020	unknown	hypothetical protein
VOG6021	unknown	hypothetical protein
VOG6022	unknown	hypothetical protein
VOG6023	unknown	hypothetical protein
VOG6024	unknown	hypothetical protein
VOG6025	unknown	hypothetical protein
VOG6026	unknown	hypothetical protein
VOG6027	unknown	hypothetical protein
VOG6028	unknown	hypothetical protein
VOG6029	unknown	hypothetical protein
VOG6030	unknown	hypothetical protein
VOG6031	unknown	hypothetical protein
VOG6032	unknown	hypothetical protein
VOG6033	unknown	hypothetical protein
VOG6034	Appr-1-p processing	Appr-1-p processing protein
VOG6035	unknown	hypothetical protein
VOG6036	unknown	hypothetical protein
VOG6037	unknown	hypothetical protein
VOG6038	unknown	hypothetical protein
VOG6039	unknown	hypothetical protein
VOG6040	unknown	hypothetical protein
VOG6041	unknown	hypothetical protein
VOG6042	tail fiber	putative tail fiber protein
VOG6043	unknown	hypothetical protein
VOG6044	unknown	unknown
VOG6045	unknown	hypothetical protein
VOG6046	unknown	hypothetical protein
VOG6047	unknown	hypothetical protein
VOG6048	unknown	hypothetical protein
VOG6049	unknown	hypothetical protein
VOG6050	unknown	hypothetical protein
VOG6051	unknown	hypothetical protein
VOG6052	unknown	hypothetical protein
VOG6053	unknown	hypothetical protein
VOG6054	unknown	hypothetical protein
VOG6055	unknown	hypothetical protein
VOG6056	unknown	hypothetical protein
VOG6057	unknown	hypothetical protein
VOG6058	encapsidation	putative encapsidation protein
VOG6059	unknown	hypothetical protein
VOG6060	unknown	hypothetical protein
VOG6061	unknown	hypothetical protein
VOG6062	unknown	hypothetical protein
VOG6063	unknown	hypothetical protein
VOG6064	unknown	hypothetical protein
VOG6065	unknown	hypothetical protein
VOG6066	unknown	hypothetical protein
VOG6067	unknown	hypothetical protein
VOG6068	unknown	hypothetical protein
VOG6069	unknown	hypothetical protein
VOG6070	unknown	hypothetical protein
VOG6071	unknown	hypothetical protein
VOG6072	unknown	hypothetical protein
VOG6073	unknown	hypothetical protein
VOG6074	unknown	hypothetical protein
VOG6075	unknown	hypothetical protein
VOG6076	DNA pilot  VP2	DNA pilot protein VP2
VOG6077	unknown	hypothetical protein
VOG6078	unknown	hypothetical protein
VOG6079	unknown	hypothetical protein
VOG6080	unknown	hypothetical protein
VOG6081	unknown	hypothetical protein
VOG6082	unknown	hypothetical protein
VOG6083	unknown	hypothetical protein
VOG6084	unknown	hypothetical protein
VOG6085	DHH phosphoesterase	putative DHH phosphoesterase protein
VOG6086	unknown	hypothetical protein
VOG6087	unknown	hypothetical protein
VOG6088	unknown	hypothetical protein
VOG6089	unknown	hypothetical protein
VOG6090	unknown	hypothetical protein
VOG6091	unknown	hypothetical protein
VOG6092	unknown	hypothetical protein
VOG6093	unknown	hypothetical protein
VOG6094	unknown	hypothetical protein
VOG6095	unknown	hypothetical protein
VOG6096	unknown	hypothetical protein
VOG6097	unknown	hypothetical protein
VOG6098	unknown	hypothetical protein
VOG6099	unknown	hypothetical protein
VOG6100	unknown	hypothetical protein
VOG6101	unknown	hypothetical protein
VOG6102	unknown	hypothetical protein
VOG6103	unknown	hypothetical protein
VOG6104	unknown	hypothetical protein
VOG6105	unknown	hypothetical protein
VOG6106	unknown	hypothetical protein
VOG6107	unknown	hypothetical protein
VOG6108	unknown	hypothetical protein
VOG6109	unknown	hypothetical protein
VOG6110	unknown	hypothetical protein
VOG6111	unknown	hypothetical protein
VOG6112	unknown	hypothetical protein
VOG6113	unknown	hypothetical protein
VOG6114	unknown	hypothetical protein
VOG6115	unknown	hypothetical protein
VOG6116	unknown	hypothetical protein
VOG6117	unknown	hypothetical protein
VOG6118	unknown	hypothetical protein
VOG6119	unknown	hypothetical protein
VOG6120	unknown	hypothetical protein
VOG6121	unknown	hypothetical protein
VOG6122	unknown	hypothetical protein
VOG6123	unknown	hypothetical protein
VOG6124	unknown	hypothetical protein
VOG6125	unknown	hypothetical protein
VOG6126	unknown	hypothetical protein
VOG6127	unknown	hypothetical protein
VOG6128	unknown	hypothetical protein
VOG6129	unknown	hypothetical protein
VOG6130	unknown	hypothetical protein
VOG6131	HTH binding	HTH binding protein
VOG6132	unknown	hypothetical protein
VOG6133	tail	tail protein
VOG6134	unknown	hypothetical protein
VOG6135	unknown	hypothetical protein
VOG6136	unknown	hypothetical protein
VOG6137	unknown	hypothetical protein
VOG6138	unknown	unknown
VOG6139	unknown	hypothetical protein
VOG6140	unknown	hypothetical protein
VOG6141	unknown	hypothetical protein
VOG6142	unknown	hypothetical protein
VOG6143	unknown	hypothetical protein
VOG6144	unknown	hypothetical protein
VOG6145	unknown	hypothetical protein
VOG6146	unknown	hypothetical protein
VOG6147	unknown	hypothetical protein
VOG6148	unknown	hypothetical protein
VOG6149	unknown	hypothetical protein
VOG6150	unknown	hypothetical protein
VOG6151	unknown	hypothetical protein
VOG6152	pre-tape measure chaperone	putative pre-tape measure chaperone protein
VOG6153	unknown	hypothetical protein
VOG6154	unknown	hypothetical protein
VOG6155	unknown	hypothetical protein
VOG6156	unknown	hypothetical protein
VOG6157	unknown	hypothetical protein
VOG6158	unknown	hypothetical protein
VOG6159	unknown	hypothetical protein
VOG6160	unknown	hypothetical protein
VOG6161	unknown	hypothetical protein
VOG6162	unknown	hypothetical protein
VOG6163	tape measure	putative tape measure protein
VOG6164	unknown	hypothetical protein
VOG6165	unknown	hypothetical protein
VOG6166	tail lysozyme	tail lysozyme
VOG6167	complement inhibitor SCIN	complement inhibitor SCIN
VOG6168	unknown	hypothetical protein
VOG6169	unknown	hypothetical protein
VOG6170	unknown	hypothetical protein
VOG6171	unknown	hypothetical protein
VOG6172	unknown	hypothetical protein
VOG6173	unknown	hypothetical protein
VOG6174	unknown	hypothetical protein
VOG6175	unknown	hypothetical protein
VOG6176	unknown	hypothetical protein
VOG6177	unknown	hypothetical protein
VOG6178	unknown	hypothetical protein
VOG6179	unknown	hypothetical protein
VOG6180	unknown	hypothetical protein
VOG6181	unknown	hypothetical protein
VOG6182	unknown	hypothetical protein
VOG6183	unknown	hypothetical protein
VOG6184	unknown	hypothetical protein
VOG6185	unknown	hypothetical protein
VOG6186	unknown	hypothetical protein
VOG6187	unknown	hypothetical protein
VOG6188	unknown	hypothetical protein
VOG6189	unknown	hypothetical protein
VOG6190	unknown	hypothetical protein
VOG6191	unknown	hypothetical protein
VOG6192	unknown	hypothetical protein
VOG6193	endolysin	putative endolysin
VOG6194	unknown	hypothetical protein
VOG6195	unknown	hypothetical protein
VOG6196	coat	coat protein
VOG6197	unknown	hypothetical protein
VOG6198	unknown	hypothetical protein
VOG6199	unknown	hypothetical protein
VOG6200	VP4 precursor	VP4 precursor
VOG6201	ORF8	ORF8
VOG6202	unknown	hypothetical protein
VOG6203	unknown	hypothetical protein
VOG6204	unknown	hypothetical protein
VOG6205	unknown	hypothetical protein
VOG6206	unknown	hypothetical protein
VOG6207	DnaA	DnaA protein
VOG6208	unknown	hypothetical protein
VOG6209	unknown	hypothetical protein
VOG6210	unknown	hypothetical protein
VOG6211	unknown	hypothetical protein
VOG6212	unknown	hypothetical protein
VOG6213	unknown	hypothetical protein
VOG6214	unknown	hypothetical protein
VOG6215	unknown	hypothetical protein
VOG6216	unknown	hypothetical protein
VOG6217	unknown	hypothetical protein
VOG6218	unknown	hypothetical protein
VOG6219	unknown	unknown
VOG6220	unknown	hypothetical protein
VOG6221	unknown	hypothetical protein
VOG6222	unknown	hypothetical protein
VOG6223	unknown	hypothetical protein
VOG6224	unknown	hypothetical protein
VOG6225	unknown	hypothetical protein
VOG6226	unknown	hypothetical protein
VOG6227	unknown	hypothetical protein
VOG6228	unknown	hypothetical protein
VOG6229	unknown	hypothetical protein
VOG6230	receptor-blocking	receptor-blocking protein
VOG6231	unknown	unknown
VOG6232	major capsid	major capsid protein
VOG6233	unknown	hypothetical protein
VOG6234	unknown	hypothetical protein
VOG6235	unknown	hypothetical protein
VOG6236	methyltransferase	methyltransferase
VOG6237	unknown	hypothetical protein
VOG6238	unknown	hypothetical protein
VOG6239	unknown	hypothetical protein
VOG6240	unknown	hypothetical protein
VOG6241	small terminase subunit	small terminase subunit
VOG6242	unknown	hypothetical protein
VOG6243	unknown	hypothetical protein
VOG6244	unknown	hypothetical protein
VOG6245	unknown	hypothetical protein
VOG6246	structural	putative structural protein
VOG6247	antioxidant	antioxidant protein
VOG6248	unknown	hypothetical protein
VOG6249	unknown	hypothetical protein
VOG6250	unknown	hypothetical protein
VOG6251	unknown	hypothetical protein
VOG6252	unknown	hypothetical protein
VOG6253	unknown	hypothetical protein
VOG6254	unknown	hypothetical protein
VOG6255	unknown	hypothetical protein
VOG6256	unknown	hypothetical protein
